",""Овны"",""Тельцы"",""Близнецы"",""Рак"",""Лев"",""Дева"",""Весы"",""Скорпион"",""Стрелец"",""Козерог"",""Водолей"",""Рыбы"",""date""";;;;
"98,"". 9 июля.<U+2618><U+FE0F>Вы фактически достигли желаемого, вам осталось лишь сделать последнее усилие. Вот им-то и стоит сегодня заняться.<U+2649><U+FE0F>"","". 9 июля.<U+2618><U+FE0F>Если вам кажется, что ваши принципы лишь осложняют вам жизнь, значит пришло время их пересмотреть. Так ли все они верны?<U+264A><U+FE0F>"","". 9 июля.<U+2618><U+FE0F>Резкие перемены в жизни не принесут удовольствия и пользы. Спокойно плывите по течению, не пытаясь осилить невозможное, иначе только испортите себе настроение.<U+264B><U+FE0F>"","". 9 июля.<U+2618><U+FE0F>Не нужно пытаться все просчитать, а то только потратите время, а случится все иначе. Смело начинайте новые дела и составляйте планы, удача будет на вашей стороне.<U+264C><U+FE0F>"","". 9 июля.<U+2618><U+FE0F>Вы можете не справиться с задачами, если станете делать все и сразу. Чтобы не упустить главную цель, ориентируйтесь на настоящее. Расставляйте правильно приоритеты.<U+264D><U+FE0F>"","". 9 июля.<U+2618><U+FE0F>Вы слишком загоняли себя за последнее время. Этот день исторически предназначен для отдыха - так используйте его по назначению.<U+264E><U+FE0F>"","". 9 июля.<U+2618><U+FE0F>Начинайте двигаться, направление определите позже. Если же вам не совсем все равно куда прийти, спросите чьего-нибудь совета и поступите наоборот.<U+264F><U+FE0F> "","". 9 июля.<U+2618><U+FE0F>Вам, возможно, покажется, что вы проиграли, но это не так. Надо лишь немного подождать. Не начинайте сегодня ничего нового.<U+2650><U+FE0F>"","". 9 июля.<U+2618><U+FE0F>Сегодня вы будете удивительно доброжелательны и миролюбивы. Вы готовы приложить все усилия, чтобы избежать малейших конфликтов.<U+2651><U+FE0F>"","". 9 июля.<U+2618><U+FE0F>Прежде чем разворачивать парус, проверьте направление и силу ветра. Возможно, он принесет вас не туда, куда вам хотелось бы попасть.<U+2652><U+FE0F>"","". 9 июля.<U+2618><U+FE0F>Сегодня вы будете знать ответы на все вопросы. Будьте же благосклонны к окружающим, не скрывайте от них своего знания.<U+2653><U+FE0F>"","". 9 июля.<U+2618><U+FE0F>Сегодня большую роль будут играть разного рода случайности. В связи с этим обстоятельством тратить время на какое-то планирование не стоит - бессмысленно.@moygoroskop <U+262F><U+FE0F>"",""9 ИЮЛЯ""";;;;
"99,""<U+2618>В этот день вам обязательно повезёт. Крупно или мелко – это зависит от чистоты ваших помыслов, усердия и трудолюбия.<U+2649>"",""<U+2618>Вы нуждаетесь в любви, ласке и радости!<U+264A>"",""<U+2618>Вы либо добьетесь желаемого, либо перестанете это хотеть, и оно вам будет не надо!<U+264B>"",""<U+2618>Вы сегодня прямо с утреца вытяните билет удачи и получите кучу приятностей от близких! Бонус в любви вас ожидает ближе к вечеру!<U+264C>"",""<U+2618>В любовных делах вам придется сегодня взять на себя некоторые обязательства. Но это не так страшно, тем более, что от них всегда можно отказаться.<U+264D>"",""<U+2618>Секрет вашего успеха – в способности действовать, ни от кого не ожидая ни помощи, ни моральной поддержки. Вы лучшие и без этих подачек!<U+264E>"",""<U+2618>Сегодня не стоит слишком ограничивать себя морально-этическими нормами. Удовлетворите пару-тройку своих желаний, в противном случае, они вас со свету сживут.<U+264F> "",""<U+2618>Вы довольно многое отдали в свое время, сегодня, возможно, что-то к вам возвратится.<U+2650>"",""<U+2618>Помогите ближнему своему, и когда-нибудь он поможет вам. Сегодня у вас будет немного свободного времени - этим и займитесь.<U+2651>"",""<U+2618>Постарайтесь не затевать ничего, что вы не смогли бы довести до конца сегодня же.<U+2652>"",""<U+2618>Постарайтесь не вляпаться в неприятности, ибо сегодня есть что терять. Не давайте вещам и обстоятельствам ставить вас в безвыходное положение.<U+2653>"",""<U+2618>Юмор и оптимизм станут определяющими в общении с людьми. Вы легко и быстро сможете схватывать новую информацию, что положительно повлияет на будущие достижения.@moygoroskop <U+262F>"",""10 июля""";;;;
"100,""<U+2618>Для того, чтобы достичь успеха в больших делах, начните с мелочей. Не оставляйте на завтра то, что можно сделать сегодня, иначе вряд ли вообще вернетесь к этому делу.<U+2649>"",""<U+2618>Прежде, чем сделать кому-то услугу, спросите, а нужна ли она этому человеку. Друзья не всегда могут правильно вас понять, поэтому старайтесь сдерживать эмоции.<U+264A>"",""<U+2618>Осторожнее с новыми знакомствами, кто-то может смотреть на вас, как на легкую добычу.<U+264B>"",""<U+2618>Сегодняшний день постарайтесь посвятить родным и близким, и хотя бы сегодня отключить телефон и быть вне работы.<U+264C>"",""<U+2618>В последнее время вам хочется изменить жизнь, но одного желания недостаточно. Больше работайте, совершенствуйте свои навыки, научитесь воспринимать критику - тогда дела пойдут вверх.<U+264D>"",""<U+2618>Не стоит открывать планы незнакомой человеку, даже если он кажется безобидным и очень приятным.<U+264E>"",""<U+2618>Вы заслужили на отдых. Ваш организм немного истощен, а силы еще понадобятся, поэтому хорошенько выспитесь и вперед к новым свершениям!<U+264F> "",""<U+2618>Даже если вам в последнее время немного везет, не стоит расстраиваться. Все будет!<U+2650>"",""<U+2618>Не принимайте близко к сердцу то, что говорят незнакомцы. Берегите себя и свои нервишки.<U+2651>"",""<U+2618>Сегодня у вас получится совместить приятное с полезным. Поторопитесь запланировать встречу с друзьями, чтобы ничто не нарушило ваш отличный вечер.<U+2652>"",""<U+2618>Не сомневайтесь – сделайте первый шаг. Жизнь вся состоит из наших попыток, в этом смысл!<U+2653>"",""<U+2618>Сегодня вы станете душой компании, если не захотите провести день в гордом одиночестве!@moygoroskop"",""11 июля""";;;;
"101,""<U+2618><U+FE0F>У вас были планы на сегодня? Забудьте о них. Вам сегодня по секрету сообщат нечто такое, что полностью перекроит ваш день<U+2649><U+FE0F>"",""<U+2618><U+FE0F>В данный момент ваш горизонт может оказаться затянутым облаками. Не стоит, однако, тратить силы на то, чтобы их разогнать. Проще подождать, пока разбегутся сами.<U+264A><U+FE0F>"",""<U+2618><U+FE0F>Вспомните о своих друзьях сегодня. Возможно, за повседневными хлопотами вы позабыли о их существовании, равно как и они о вашем.<U+264B><U+FE0F>"",""<U+2618><U+FE0F>Возможно вы просто не понимаете, что происходит, потому и действия ваши не имеют большого успеха. Протрите глаза, прочистите уши - вдруг поможет, и вы, наконец, сможете адекватно воспринять ситуацию..<U+264C><U+FE0F>"",""<U+2618><U+FE0F>Вы сегодня наделаете слишком много необдуманных поступков, если не будете внимательнейшим образом следить за каждым своим движением.<U+264D><U+FE0F>"",""<U+2618><U+FE0F>Вам требуется внимание и участие окружающих, но по странной прихоти судьбы, даже получая их, вы можете чувствовать себя недостойным этой чести. Совершенно напрасно, вы вполне все это заслужили.<U+264E><U+FE0F>"",""<U+2618><U+FE0F>Если кто-то вас в чем-то обвиняет, то это серьезный повод задуматься. Особенно если обвинения полностью лишены какого бы то ни было основания.<U+264F><U+FE0F> "",""<U+2618><U+FE0F>Сегодня вы имеете реальный шанс обогатиться. Опытом ли, наличными ли - о том звезды умалчивают.<U+2650><U+FE0F>"",""<U+2618><U+FE0F>Сегодня вам стоит избегать суеты в собственных действиях, а также, если возможно, общения с суетливыми людьми.<U+2651><U+FE0F>"",""<U+2618><U+FE0F>Сегодня вам придется забыть о гордости и попросить о помощи или, хотя бы, о продлении срока, иначе вам не справиться.<U+2652><U+FE0F>"",""<U+2618><U+FE0F>Сегодня вам стоит поаккуратнее выражать свои мысли по поводу умственных способностей лиц, с коими вам придется общаться.<U+2653><U+FE0F>"",""<U+2618><U+FE0F>Сегодня романтические отношения могут достигнуть высшей точки. От того, как вы поведете себя сегодня, будет зависеть очень и очень многое.@moygoroskop <U+262F><U+FE0F>"",""12 июля""";;;;
"102,""<U+2618><U+FE0F>Доверять другим, конечно, нужно, однако не стоит предпринимать серьезных действий, не позаботившись о тылах.<U+2649><U+FE0F>"",""<U+2618><U+FE0F>Вокруг вас сегодня может собраться слишком много людей, советующих вам как жить дальше, чтобы их можно было выносить. Придется поискать какое-нибудь убежище, иначе день этот не принесет ничего, кроме раздражения.<U+264A><U+FE0F>"",""<U+2618><U+FE0F>Сегодня вас будет целый день мучить вдохновение. Если вам удастся выжить, вы, возможно, создадите шедевр.<U+264B><U+FE0F>"",""<U+2618><U+FE0F>Сегодняшний день будет спокойным и неторопливым. Вы вполне можете себе позволить отключиться от реальности и вволю поблуждать по полям своего воображения, предаваясь мечтам.<U+264C><U+FE0F>"",""<U+2618><U+FE0F>Велик соблазн бросить всё и как следует загулять. Можете ему поддаться, разрешаю.<U+264D><U+FE0F>"",""<U+2618><U+FE0F>Не стоит пытаться сделать невозможное или свернуть горы. Лучше больше отдыхайте, посвятите время семье и домашним хлопотам.<U+264E><U+FE0F>"",""<U+2618><U+FE0F>Сегодня ваш день, от него нужно взять только положительные моменты, а если вы научитесь радоваться мелочам, то он будет еще приятнее и радостнее.<U+264F><U+FE0F> "",""<U+2618><U+FE0F>Ваши планы обязательно исполнятся, но с утра до ночи думать о них не стоит.<U+2650><U+FE0F>"",""<U+2618><U+FE0F>Вы будете полны энергии, поэтому сможете наконец-то сдвинуть с """"мертвой"""" точки накопившиеся дела.<U+2651><U+FE0F>"",""<U+2618><U+FE0F>Просыпайтесь с улыбкой и счастьем. Жизнь ведь прекрасна!<U+2652><U+FE0F>"",""<U+2618><U+FE0F>Не переставайте верить в чудо и помните, что мысли материальны.<U+2653><U+FE0F>"",""<U+2618><U+FE0F>Вы заслужили на временный отпуск. В этот день вы сможете не только прекрасно отдохнуть, но и познакомиться с интересными людьми.@moygoroskop <U+262F><U+FE0F>"",""13 июля""";;;;
"103,""<U+2618><U+FE0F>У вас сегодня получится все, что запланировали. Вы будете принимать только правильные решения. Многие захотят услышать ваш совет в любовных и житейских делах, так что не промахнитесь.<U+2649><U+FE0F>"",""<U+2618><U+FE0F>Близкий человек очень нуждается в вашей моральной поддержке. Постарайтесь сегодня уделить ему время и просто поддержать, ведь очень часто именно этот человек поддерживает вас в сложные времена.<U+264A><U+FE0F>"","" <U+2618><U+FE0F>Вам следует научиться не принимать события близко к сердцу. Относитесь ко всему проще, тем более к тем вещам, которые вы не в силах изменить.<U+264B><U+FE0F>"",""<U+2618><U+FE0F>Белая полоса в жизни уже очень близко. Сейчас главное не опустить руки и приложить все усилия для получения желаемого результата.<U+264C><U+FE0F>"",""<U+2618><U+FE0F>Перестаньте сомневаться и берите инициативу в свои руки, иначе вы рискуете упустить одну из главных возможностей в жизни.<U+264D><U+FE0F>"",""<U+2618><U+FE0F>Сегодня не торопитесь принимать важных решений. Лучше подумать несколько раз, прежде чем доводить дело до крайности.<U+264E><U+FE0F>"",""<U+2618><U+FE0F>Весам сегодня и в любой другой день не следует проявлять агрессию. Это может плохо сказаться на ваших отношениях с близкими.<U+264F><U+FE0F> "",""<U+2618><U+FE0F>Нужно гнать прочь дурные мысли. Проведите день с людьми, которые вами восхищаются. Помните, если вы упали на дно, то это лучший шанс оттолкнуться от него, чтобы подняться вверх.<U+2650><U+FE0F>"",""<U+2618><U+FE0F>Настал день активных действий. Давно пришло время показать всем, кто ставит под сомнения ваши заслуги, кто здесь главный. Ваше ораторское искусство будет на самом высоком уровне, и этим стоит воспользоваться.<U+2651><U+FE0F>"",""<U+2618><U+FE0F>Сегодня вас ждут романтические приключения: ваша вторая половинка подготовила для вас сюрприз и надеется на совместно проведенный вечер. Уделите время любимому человеку, это однозначно пойдет на пользу вашим отношениям.<U+2652><U+FE0F>"",""<U+2618><U+FE0F>Постарайтесь сегодня посвятить время людям, с которыми давно не виделись. Вполне возможно, что от давних знакомых вам может поступить отличное деловое предложение.<U+2653><U+FE0F>Рыбы<U+2618><U+FE0F>Сегодня не стоит проводить время в одиночестве. Это прекрасный день для знакомств. Выше нос, "","", впереди новый яркий роман.@moygoroskop <U+262F><U+FE0F>"",""14 июля""";;;;
"104,""<U+2618><U+FE0F>Постарайтесь сделать все возможное для того, чтобы день прошел по возможности спокойно и бесконфликтно. Будьте дружелюбны и дипломатичны.<U+2649><U+FE0F>"",""<U+2618><U+FE0F>В этот день вы сможете подчинить практически любого человека своей воле и вам простят все что угодно. Главное — не злоупотреблять ситуацией.<U+264A><U+FE0F>"",""<U+2618><U+FE0F>Вы можете получить ценную информацию, которая вам пригодится в деле, которым вы сейчас занимаетесь. А это значит, что денек окажется удачным.<U+264B><U+FE0F>"",""<U+2618><U+FE0F>Нынешний день не внесет серьезных изменений в ваши планы. Спокойно выполняйте текущие обязанности и не пытайтесь добиться всего немедленно.<U+264C><U+FE0F>"",""<U+2618><U+FE0F>Вы уже набрали нужный темп, поэтому можете не торопиться. А пока все будет идти своим ходом, постарайтесь обратить свой взор на дела амурные.<U+264D><U+FE0F>"",""<U+2618><U+FE0F>Постарайтесь осмыслить и усвоить те уроки, которые преподали вам ваши же чувства. Особое внимание уделите тем мелочам, на которые, казалось бы, и время-то тратить жалко.<U+264E><U+FE0F>Весы<U+2618><U+FE0F>Сегодня "","" могут испытать какой-нибудь соблазн. Есть вероятность того, что ему поступит привлекательное предложение или же он познакомится с симпатичным представителем противоположного пола.<U+264F><U+FE0F> "",""<U+2618><U+FE0F>Соберитесь с мыслями и совершите невозможное — закончите, наконец, работу, которая не поддавалась. Сегодня это окажется вам по силам.<U+2650><U+FE0F>"",""<U+2618><U+FE0F>Если в вас накопилось слишком много отрицательной энергии, постарайтесь направить ее на какое-нибудь доброе, но требующее больших физических нагрузок дело.<U+2651><U+FE0F>"",""<U+2618><U+FE0F>В этот день вы вполне можете стать причиной чьего-то счастья. Не удивляйтесь, а дарите положительные эмоции, и они обязательно вернутся к вам.<U+2652><U+FE0F>"",""<U+2618><U+FE0F>Сегодня придется делать выбор: продолжать следовать своим принципам или воспользоваться моментом, чтобы обзавестись полезными связями.<U+2653><U+FE0F>"",""<U+2618><U+FE0F>Нынче вы будете активны как никогда, поэтому сможете сделать дел раза два больше, чем обычно. Если возникнут некие затруднения, не отчаивайтесь.@moygoroskop <U+262F><U+FE0F>"",""15 июля""";;;;
"105,""<U+2618><U+FE0F>Будьте осторожны в общении с новыми людьми, кто-то хочет воспользоваться вашей добротой и щедростью.<U+2649><U+FE0F>Телец<U+2618><U+FE0F>День символизирует активность, напористость. "","" будет всеми силами добиваться лидерства в избранной им карьере.<U+264A><U+FE0F>"",""<U+2618><U+FE0F>Не накручивайте себя зря, все не настолько плохо, как вы придумали.<U+264B><U+FE0F>"",""<U+2618><U+FE0F>Не забывайте о необходимости уделять себя время для отдыха. Полноценный сон сейчас важен, как никогда.<U+264C><U+FE0F>"",""<U+2618><U+FE0F>Сконцентрируйте свое внимание на организации развлечений. Сегодня это у вас будет получаться виртуозно.<U+264D><U+FE0F>"",""<U+2618><U+FE0F>Сегодня вы будете готовы к свершению подвигов и сворачиванию гор. Будет преступлением потратить этот заряд энергии на пустяки.<U+264E><U+FE0F>"",""<U+2618><U+FE0F>Сегодня вы легко будете поддаваться влиянию со стороны. Постарайтесь окружить себя людьми, чьего влияния не стоит опасаться.<U+264F><U+FE0F> "",""<U+2618><U+FE0F>Сегодня мир будет казаться вам местом серым и скучным до тех пор, пока вы не изволите его раскрасить. Сходите в гости или пригласите гостей к себе.<U+2650><U+FE0F>"",""<U+2618><U+FE0F>Наступает прекрасное время для размышлений о переходе к новому роду деятельности, восстановлении и укреплении старых связей или оказании помощи близким.<U+2651><U+FE0F>Козерог<U+2618><U+FE0F>Положение планет может склонять представителей знака "","" к мечтательности, легкомыслию и получению удовольствий от жизни.<U+2652><U+FE0F>"",""<U+2618><U+FE0F>Будьте бдительны и не принимайте ничьих советов, так как тайный недоброжелатель по-прежнему пытается вам навредить. Ваша гибкость и выдержка помогут обойти скрытые ловушки.<U+2653><U+FE0F>"",""<U+2618><U+FE0F>Ваши обаяние и упорство помогут вам достичь высоких результатов, однако не следует форсировать события - ваш успех зависит от медленного поступательного движения к цели.@moygoroskop <U+262F><U+FE0F>"",""16 июля""";;;;
"106,""<U+2618><U+FE0F> Вас ждет что-то до безумия нежное и до дрожи ласковое.. Эх, повезло...<U+2649><U+FE0F>"",""<U+2618><U+FE0F>Вы достаточно долго бегали от этой проблемы. Самое время с ней разобраться. Снесите ей башку!<U+264A><U+FE0F>"",""<U+2618><U+FE0F>Либо миритесь и больше не деритесь, либо расходитесь раз и навсегда. Подумайте, насколько вам дорог этот человек.<U+264B><U+FE0F>Рак<U+2618><U+FE0F>"",""и, терпение - прекрасное чувство, но жизнь слишком коротка, чтобы долго терпеть..<U+264C><U+FE0F>"",""<U+2618><U+FE0F>Сегодня у нас по плану интересная работа, любовная интрижка и маленькое путешествие. Возможно романтическое...<U+264D><U+FE0F>"",""<U+2618><U+FE0F>Какие вы - такой и день, окружающие вас люди и мир. Будьте паинькой ";")<U+264E><U+FE0F>"",""<U+2618><U+FE0F>Советую вам забивать на уходящих и ценить, любить, беречь оставшихся ";")<U+264F><U+FE0F> "",""<U+2618><U+FE0F>Поверьте, совсем скоро вы окажетесь в нужном месте в нужное время. Там, где вас действительно ждут.<U+2650><U+FE0F>"",""<U+2618><U+FE0F>Не нужно принимать все потери близко к сердцу. Все пустоты может заполнить что-то новое, лучшее.<U+2651><U+FE0F>"",""<U+2618><U+FE0F>Ваш авантюрный характер несет вас на встречу приключениям. Осталось найти еще одного такого же """"двинутого"""", и день будет незабываемый.<U+2652><U+FE0F>"",""<U+2618><U+FE0F>Вы и так держитесь молодцом, всегда улыбка на лице... А сегодня кое-что сделает эту улыбку """"нестираемой"""" и шире на долгое время ";")<U+2653><U+FE0F>"",""<U+2618><U+FE0F>Рыбам сегодня всего мало. Им нужно еще больше побед, вершин повыше, успеха погромче, любви покрепче!@moygoroskop <U+262F><U+FE0F>"",""17 июля""";
"107,""<U+2618><U+FE0F>Вероятно, ваши надежды осуществятся самым удивительным и неожиданным образом. Может создаться такое впечатление, что все спешат удовлетворить не только ваши желания, но, пожалуй, даже и капризы.<U+2649><U+FE0F>"",""<U+2618><U+FE0F>У вас сегодня настроение лучше всех! Заранее предупредите об этом окружающих, чтобы они не подумали, что вы совсем сошли с ума.<U+264A><U+FE0F>Близнецы<U+2618><U+FE0F>Лучшее, что могут сделать сегодня "","", – это посвятить день себе! А вот в чужие дела сегодня Близнецам лучше не впрягаться – ничем хорошим это не закончится.<U+264B><U+FE0F>"",""<U+2618><U+FE0F>Может, хватит уже пережёвывать прошлое? Пора вкусить охрененное настоящее!<U+264C><U+FE0F>"",""<U+2618><U+FE0F>Вы обречены на успех, так что можете делать всё, что вам вздумается. В особенности удача преследует вас на любовном фронте!<U+264D><U+FE0F>Дева <U+2618><U+FE0F>Сегодня на протяжении дня "","" будет испытывать тягу разобраться со всеми назревшими, а также назревающими вопросами и проблемами. Главное, чтобы эта тяга случайно не перекинулась на выяснение отношений с кем-либо.<U+264E><U+FE0F>"",""<U+2618><U+FE0F>Cамолюбие Весов будет подвергнуто самым решительным испытаниям. День обещает быть наполнен большим количеством жарких споров.<U+264F><U+FE0F> Скорпион<U+2618><U+FE0F>Сегодня "",""у лучше не принимать важные, ответственные решения. Вам полезно лишний раз все обдумать, прежде чем высказать свое мнение и тем более начать действовать.<U+2650><U+FE0F>"",""<U+2618><U+FE0F>Фортуна слепа, но сегодня она прозрела, увидела вас красавчиков и теперь не отходит ни на шаг.<U+2651><U+FE0F>"",""<U+2618><U+FE0F>Чем чаще вы думаете, что вас ждет что-то классное, тем больше вероятность, что так-то оно и будет!<U+2652><U+FE0F>"",""<U+2618><U+FE0F>Тяжело сохранять терпение, ведь вы знаете, что впереди ждёт что-то доброе, светлое, большое, тёплое и восхитительное!<U+2653><U+FE0F>"",""<U+2618><U+FE0F>Тяжело сохранять терпение, ведь вы знаете, что впереди ждёт что-то доброе, светлое, большое, тёплое и восхитительное!@moygoroskop <U+262F><U+FE0F>"",""18 июля""";;;;
"108,""<U+2618><U+FE0F>Поддайтесь велению обстоятельств, плывите по течению. Все сложится так, как и должно быть, и вашей помощи при этом не понадобится.<U+2649><U+FE0F>"",""<U+2618><U+FE0F>Было бы неплохо закончить хоть одно дело сегодня. Для большего у вас не будет ни сил, ни времени, так что даже не начинайте ничего нового.<U+264A><U+FE0F>"",""<U+2618><U+FE0F>Сегодняшний день не из тех, которые можно без особого сожаления потратить впустую. Нынче вам будет предоставлено огромное количество разнообразных возможностей, и упустить их было бы непростительным расточительством.<U+264B><U+FE0F>"",""<U+2618><U+FE0F>Сегодня практически все пойдет вопреки вашим ожиданиям, не говоря уж о желаниях. Но опускать руки не следует, к вечеру может оказаться, что так даже и лучше.<U+264C><U+FE0F>"",""<U+2618><U+FE0F>Чем легче вы сегодня будете воспринимать происходящее, тем больше будет вероятность удачного разрешения ваших дел. Философия пофигизма, собственно, всегда была наиболее продуктивной идеологией<U+264D><U+FE0F>"",""<U+2618><U+FE0F>Такой прилив вдохновения и свежих мыслей, как сегодня, вы не испытывали уже давно, постарайтесь воплотить в жизнь хотя бы часть задумок.<U+264E><U+FE0F>"",""<U+2618><U+FE0F>Пришло время действовать. Объяснения же стоит отложить до лучших времен. Переживать по этому поводу не стоит. Те, кто вас любит, вас поймут.<U+264F><U+FE0F> "",""<U+2618><U+FE0F>Вы фактически достигли желаемого, вам осталось лишь сделать последнее усилие. Вот им-то и стоит сегодня заняться.<U+2650><U+FE0F>"",""<U+2618><U+FE0F>Если вам кажется, что ваши принципы лишь осложняют вам жизнь, значит пришло время их пересмотреть. Так ли все они верны? Большинство ваших проблем таковыми даже не являются.<U+2651><U+FE0F>"",""<U+2618><U+FE0F>Сегодня вам не удастся расслабиться ни на минуту — придется постоянно искать решение новых проблем. Впрочем, к вечеру ситуация стабилизируется.<U+2652><U+FE0F>"",""<U+2618><U+FE0F>Люди, которых вы считали своими друзьями, могут неожиданно подвести вас. Но зато теперь вы будете точно знать, с кем опасно иметь дело.<U+2653><U+FE0F>"",""<U+2618><U+FE0F>Было бы желание, а уж возможность и силы у вас найдутся. Придется срочно чего-нибудь возжелать - не пропадать же даром такому дню, когда вы практически всемогущи.@moygoroskop <U+262F><U+FE0F>"",""19 июля""";;;;
"109,""<U+2618><U+FE0F> Не поддавайтесь всеобщей спешке и не погружайтесь в хаос. Займите позицию наблюдателя и это поможет вам принять верное решение.<U+2649><U+FE0F>"",""<U+2618><U+FE0F> Смело расставайтесь с прошлым, которое отягощает вас и мешает идти вперед. Без сожаления выбрасывайте старые вещи и исключайте неприятных людей из жизни.<U+264A><U+FE0F>"",""<U+2618><U+FE0F> Не позволяйте агрессивным людям вмешиваться в вашу жизнь и не стесняйтесь четко очерчивать границы допустимого.<U+264B><U+FE0F>"",""<U+2618><U+FE0F> День очень важный, решается ваша судьба. ведите себя хорошо и не испортите карму.<U+264C><U+FE0F>"",""<U+2618><U+FE0F> Ох уж эти запретные плоды... Такие соблазнительные, манящие... А знаете что я вам скажу? Если очень хочется, то нужно обязательно ";")<U+264D><U+FE0F>"",""<U+2618><U+FE0F> Каким-то образом всё измениться в самую, что ни на есть, крутую сторону благодаря телефонному звонку, который вы услышите сегодня!<U+264E><U+FE0F>"",""<U+2618><U+FE0F>Вам нетрудно быть в центре внимания, окружающие особи противоположного пола пойдут на всё, лишь бы наконец-то привлечь ваше внимание и хоть как-то заинтересовать. Так что сегодня выбирайте – кандидатов и кандидаток много.<U+264F><U+FE0F>"",""<U+2618><U+FE0F>Интуиция сегодня станет замечательным советчиком, если разуму будет не хватать аргументов для принятия решений. Доверяйте предчувствиям, они вас не обманут. Прислушивайтесь к снам и сигналам подсознания.<U+2650><U+FE0F>"",""<U+2618><U+FE0F>Самый большой и жирный плюс этого дня – перемены в личной жизни в самую наилучшую сторону. Всё сложится так круто, как вы даже себя не представляли! Просто доверьтесь интуиции и судьба приведёт вас к счастью!<U+2651><U+FE0F>"",""<U+2618><U+FE0F>Подведите итоги. Сядьте, подумайте, сделайте выводы. Что стоит делать, а чего делать больше не надо и вообще с кем стоит прекратить общение, а кого подпустить ближе.<U+2652><U+FE0F>"",""<U+2618><U+FE0F>Постарайтесь свести к минимуму влияние других людей и проявите активность. Будьте осторожны, сегодня есть риск оказаться обманутым.<U+2653><U+FE0F>"",""<U+2618><U+FE0F>Вы значительно продвинетесь вперёд если до вас наконец-таки дойдет истинная причина ваших неудач – стоит перебрать в голове и избавиться от хлама. От тупых воспоминаний и ненужных отношений тоже стоит отказаться.@moygoroskop <U+262F><U+FE0F>"",""20 июля""";;;
"110,""<U+2618><U+FE0F>Постарайтесь как можно больше общаться с людьми. Именно с помощью правильной коммуникации вам удастся достичь целей.<U+2649><U+FE0F>"",""<U+2618><U+FE0F>Не нужно сворачивать с пути, который вы сами проложили. За ближайшим поворотом Тельца ждет удача в любви. Вот только сверните туда, куда нужно.<U+264A><U+FE0F>"",""<U+2618><U+FE0F>Не руководствуйтесь эмоциями, принимая решения, связанные с работой. Постарайтесь анализировать свои действия и прислушиваться к разуму, а не сердцу.<U+264B><U+FE0F>"",""<U+2618><U+FE0F>Чаще говорите себе """"я могу"""", а не """"у меня не получится"""". Откуда такая неуверенность? Постарайтесь на некоторые вещи смотреть с юмором, с легкостью и даже сквозь пальцы.<U+264C><U+FE0F>"",""<U+2618><U+FE0F>Ищите золотую середину и не бойтесь компромиссов. Сегодня деление действительности на """"белое"""" и """"черное"""" может сыграть с вами злую шутку.<U+264D><U+FE0F>"",""<U+2618><U+FE0F>Вас ждет приятная встреча или знакомство. Не сидите сложа руки, действуйте!<U+264E><U+FE0F>"",""<U+2618><U+FE0F>Постарайтесь сегодня проявить жесткость и справедливость одновременно. Если к вам обратятся за советом, говорите только правду.<U+264F><U+FE0F> "",""<U+2618><U+FE0F>Конфликты с близкими могут испортить настроение. Постарайтесь быть добрее и не доказывать с пеной у рта свою правоту людям, которых по-настоящему любите.<U+2650><U+FE0F>"",""<U+2618><U+FE0F>Стрельцу нужно прожить этот день по четкому плану, чтобы нигде и ни в чем не ошибиться. Можете все разложить по полочкам даже в личной сфере.<U+2651><U+FE0F>"",""<U+2618><U+FE0F>Не давайте в долг больше, чем могли бы подарить. Есть риск, что одолженное не вернется.<U+2652><U+FE0F>"",""<U+2618><U+FE0F>Есть шанс помириться с человеком, с которым вы давно в ссоре. Не бойтесь сделать первый шаг.<U+2653><U+FE0F>"",""<U+2618><U+FE0F>Постарайтесь уделить как можно больше времени общению и встречам с друзьями. Именно во время привычной беседы к вам придут отличные идеи.@moygoroskop <U+262F><U+FE0F>"",""21 июля""";;;;
